1	18.16
1	39.33
1	20.99
1	27.68
1	37.64
1	38.72
1	30.76
1	38.96
1	31.48
1	40.72
1	34.76
1	33.66
1	39.70
1	37.23
1	34.17
1	37.04
1	38.05
1	42.07
2	36.52
2	20.34
2	40.04
2	21.61
2	25.32
2	37.78
2	40.73
2	30.98
2	38.47
2	31.79
2	37.21
2	34.92
2	35.84
2	41.16
2	35.00
2	37.04
2	36.34
2	40.11
3	39.00
3	16.96
3	38.34
3	21.57
3	27.88
3	39.93
3	39.38
3	31.18
3	40.22
3	30.77
3	39.36
3	35.51
3	35.56
3	40.02
3	35.23
3	35.17
3	34.79
3	41.12
4	38.80
4	21.64
4	40.21
4	21.95
4	26.82
4	39.74
4	40.19
4	31.21
4	40.21
4	30.42
4	41.32
4	35.63
4	35.32
4	41.20
4	36.02
4	35.45
4	36.17
4	38.42
5	38.05
5	35.93
5	19.52
5	38.73
5	21.46
5	28.27
5	37.37
5	36.90
5	30.82
5	37.84
5	30.01
5	38.89
5	36.18
5	33.27
5	41.66
5	33.31
5	35.26
5	40.60
6	34.65
6	38.72
6	20.54
6	39.95
6	21.40
6	24.72
6	39.27
6	40.30
6	31.91
6	38.87
6	31.03
6	38.71
6	37.13
6	34.83
6	40.09
6	37.43
6	36.44
6	42.19
7	35.87
7	34.30
7	39.70
7	20.30
7	39.51
7	20.70
7	29.32
7	36.81
7	38.06
7	30.78
7	40.61
7	30.65
7	39.58
7	36.19
7	34.69
7	39.95
7	32.72
7	40.62
8	36.66
8	36.35
8	38.35
8	18.81
8	40.44
8	21.87
8	26.48
8	40.64
8	37.86
8	30.81
8	37.81
8	29.32
8	36.75
8	36.79
8	35.87
8	39.35
8	35.03
8	39.43
9	33.79
9	35.91
9	36.73
9	17.31
9	38.75
9	22.41
9	25.46
9	38.99
9	39.60
9	33.54
9	39.12
9	30.27
9	38.95
9	37.66
9	32.58
9	39.51
9	34.48
9	41.03
10	34.74
10	35.78
10	36.85
10	38.30
10	18.84
10	36.94
10	23.31
10	29.42
10	37.23
10	37.71
10	29.87
10	40.89
10	30.75
10	39.44
10	35.64
10	34.31
10	39.39
10	40.25
11	33.53
11	35.89
11	36.33
11	35.37
11	20.82
11	40.08
11	21.28
11	25.29
11	38.03
11	38.09
11	32.24
11	39.24
11	32.25
11	39.02
11	34.81
11	34.18
11	40.43
11	41.47
12	33.37
12	35.08
12	39.62
12	38.39
12	19.31
12	37.13
12	19.56
12	24.76
12	37.54
12	39.13
12	31.37
12	39.19
12	31.81
12	40.70
12	36.67
12	34.84
12	39.06
12	41.60
13	36.23
13	33.37
13	34.89
13	36.77
13	37.31
13	17.66
13	41.87
13	20.37
13	26.69
13	37.27
13	38.09
13	31.27
13	38.84
13	32.91
13	40.23
13	35.93
13	40.97
13	40.97
14	37.02
14	35.33
14	36.69
14	37.99
14	36.27
14	19.13
14	37.75
14	22.81
14	26.77
14	39.29
14	41.18
14	31.32
14	39.49
14	32.03
14	40.02
14	37.47
14	41.40
14	42.77
15	34.15
15	35.68
15	36.26
15	37.70
15	39.76
15	18.72
15	38.45
15	21.10
15	29.34
15	38.96
15	36.63
15	32.82
15	40.47
15	30.73
15	42.46
15	36.82
15	39.97
15	41.08
16	34.21
16	37.70
16	35.50
16	35.88
16	35.18
16	37.55
16	38.76
16	18.32
16	40.84
16	22.20
16	24.71
16	35.75
16	38.47
16	29.51
16	38.55
16	31.59
16	40.32
16	39.55
17	34.55
17	38.02
17	33.74
17	39.28
17	36.21
17	38.39
17	37.95
17	18.24
17	39.76
17	19.44
17	28.16
17	36.80
17	39.43
17	32.85
17	38.78
17	31.25
17	46.10
17	40.84
18	31.81
18	35.96
18	38.58
18	35.53
18	35.43
18	35.12
18	36.91
18	37.08
18	20.36
18	37.53
18	22.62
18	27.02
18	36.45
18	39.11
18	32.90
18	38.81
18	41.77
18	40.58
19	38.88
19	31.71
19	38.15
19	37.25
19	37.69
19	33.87
19	36.90
19	36.64
19	36.48
19	20.22
19	39.57
19	20.61
19	29.89
19	31.87
19	38.65
19	30.63
19	38.57
19	41.44
20	41.14
20	30.06
20	36.33
20	39.37
20	36.58
20	35.12
20	36.11
20	38.65
20	36.90
20	20.28
20	40.09
20	21.69
20	29.46
20	38.39
20	38.06
20	31.16
20	38.51
20	40.89
21	31.73
21	37.20
21	30.90
21	37.28
21	38.96
21	34.76
21	34.79
21	34.61
21	35.53
21	38.80
21	18.17
21	38.28
21	20.45
21	27.67
21	39.55
21	37.67
21	33.75
21	39.28
22	38.21
22	29.12
22	37.01
22	29.57
22	35.99
22	36.51
22	34.26
22	30.89
22	37.57
22	37.68
22	37.38
22	18.88
22	39.34
22	20.15
22	27.70
22	40.15
22	38.46
22	40.05
23	37.36
23	31.87
23	37.61
23	29.18
23	35.86
23	40.34
23	35.93
23	38.09
23	34.72
23	36.35
23	38.65
23	19.69
23	37.45
23	20.72
23	25.82
23	35.61
23	40.06
23	39.21
24	28.61
24	36.58
24	32.00
24	37.68
24	30.49
24	36.88
24	38.08
24	34.57
24	35.96
24	36.01
24	37.30
24	37.54
24	17.41
24	41.33
24	22.17
24	37.38
24	40.30
24	42.35
25	40.11
25	28.08
