1	19.90
1	25.95
1	29.48
1	31.77
1	34.00
1	36.55
1	33.72
1	36.00
1	37.64
1	37.34
1	39.63
1	37.42
1	39.41
1	38.82
1	38.94
1	38.83
1	41.01
1	39.70
2	22.47
2	27.66
2	29.64
2	31.54
2	34.49
2	32.32
2	35.69
2	35.81
2	37.77
2	37.98
2	39.59
2	38.88
2	37.58
2	41.36
2	40.93
2	39.80
2	40.78
2	41.45
3	20.79
3	26.31
3	32.39
3	30.06
3	32.92
3	35.08
3	37.02
3	35.62
3	38.02
3	29.02
3	39.87
3	38.64
3	39.42
3	37.91
3	40.81
3	40.44
3	40.92
3	40.78
4	22.36
4	26.69
4	30.75
4	27.91
4	30.09
4	35.59
4	35.46
4	35.88
4	39.11
4	37.23
4	40.83
4	37.29
4	38.23
4	37.47
4	37.56
4	38.39
4	41.29
4	40.17
5	23.40
5	25.74
5	32.17
5	30.76
5	37.71
5	34.22
5	37.02
5	36.08
5	35.20
5	35.18
5	37.43
5	36.82
5	38.65
5	38.60
5	37.99
5	42.43
5	42.49
5	40.04
6	22.26
6	27.77
6	32.55
6	30.55
6	33.47
6	32.84
6	33.82
6	33.33
6	36.05
6	35.72
6	39.34
6	37.99
6	38.12
6	38.08
6	39.78
6	41.08
6	42.17
6	42.26
7	23.31
7	26.88
7	30.30
7	31.12
7	35.75
7	36.23
7	34.50
7	36.32
7	37.47
7	36.85
7	39.74
7	38.45
7	40.46
7	37.45
7	38.79
7	38.69
7	42.20
7	44.00
8	22.62
8	26.84
8	33.41
8	28.21
8	36.33
8	33.14
8	35.30
8	35.33
8	38.13
8	38.41
8	39.65
8	37.55
8	37.92
8	38.66
8	40.08
8	41.01
8	39.51
8	43.34
9	22.00
9	29.48
9	31.06
9	30.36
9	34.28
9	32.82
9	34.55
9	33.47
9	36.46
9	36.99
9	40.35
9	36.17
9	37.39
9	39.56
9	39.38
9	39.79
9	40.96
9	42.48
10	20.05
10	26.26
10	29.37
10	29.77
10	37.86
10	35.37
10	34.61
10	36.67
10	36.41
10	37.95
10	40.29
10	36.55
10	37.95
10	38.62
10	39.10
10	39.69
10	39.30
10	38.70
11	22.50
11	24.96
11	31.31
11	30.36
11	35.13
11	35.33
11	35.15
11	37.24
11	36.32
11	35.66
11	38.66
11	38.75
11	38.11
11	39.92
11	36.77
11	37.81
11	39.39
11	37.08
12	20.79
12	27.52
12	29.97
12	32.80
12	36.44
12	33.05
12	33.62
12	36.68
12	36.69
12	38.66
12	36.94
12	37.77
12	36.69
12	38.51
12	40.31
12	40.12
12	40.91
12	39.54
13	21.76
13	28.30
13	32.12
13	28.34
13	35.79
13	37.47
13	34.00
13	34.72
13	36.75
13	35.43
13	39.02
13	35.49
13	37.08
13	39.35
13	39.09
13	39.48
13	39.50
13	40.31
14	21.14
14	27.65
14	30.71
14	31.24
14	37.43
14	35.81
14	35.95
14	35.42
14	37.12
14	34.68
14	39.96
14	39.28
14	36.09
14	37.97
14	38.82
14	38.18
14	42.57
14	41.69
15	42.09
15	22.84
15	26.72
15	30.45
15	29.80
15	36.57
15	33.89
15	35.05
15	34.54
15	38.64
15	36.23
15	39.51
15	38.39
15	37.97
15	39.84
15	38.31
15	41.03
15	39.09
16	39.99
16	39.75
16	22.83
16	28.32
16	32.66
16	32.34
16	36.79
16	36.25
16	34.34
16	34.96
16	37.18
16	36.46
16	39.61
16	37.46
16	38.62
16	40.16
16	38.60
16	40.44
17	39.99
17	39.52
17	39.86
17	20.11
17	26.03
17	30.91
17	28.92
17	34.34
17	35.33
17	33.13
17	34.63
17	37.14
17	36.66
17	37.53
17	38.01
17	36.94
17	38.05
17	40.28
18	38.75
18	39.09
18	39.72
18	42.77
18	21.30
18	26.14
18	33.22
18	31.66
18	35.64
18	34.38
18	36.53
18	34.78
18	37.32
18	37.22
18	38.04
18	37.56
18	39.55
18	40.37
19	37.44
19	40.35
19	40.40
19	38.28
19	38.84
19	22.56
19	26.61
19	30.56
19	30.86
19	33.89
19	33.34
19	35.36
19	32.71
